"Numbering","Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3","HusbandSubtribe4","nonQurayshAffilation","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","nonQurayshGeneology","WifeGeneration","Sons","Daughters","Geography","Notes1","Notes2","Notes3","Notes4","H Lat","H Lng","W Lat","W Lng"
2206,"NQ417","عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"ريطة بنت زهير بن عبد سعد بن نصر بن مالك بن حسل (بن عامر بن لؤي)","Quraysh","Amir b. Lu'ayy",,,,,3,1,,,"Though this is directly contradicted on NQ418! LP notes this","Cousin marriage",,,,,,
2207,"NQ418","عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"حبى بنت قيس بن ضبيس بن ثعلبة بن حيان بن غنم بن مليح بن عمرو بن خزاعة","Khuza'a",,,,,,,1,,,"Produced the same child as Amru's marriage to Raita - confusion in text",,,,,,,
2208,"NQ418","عبد الرحمن بن الحارث بن هشام بن المغيرة","Quraysh","Makhzum",,,,,6,"فاختة بنت عتبة بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,2,,,,,,,,,,
2211,"NQ419","عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"Unnamed - من اشجع","Ghatafan","Ashja'",,,,,,1,,,,,,,,,,
2212,"NQ419","عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"Unnamed - من عبس","Ghatafan","Abs (b. Baghid)",,,,,,1,,,,,,,,,,
2213,"NQ420","سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"فاختة بنت عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,3,,,,,,,,,,
2215,"NQ420","عبد بن زمعة بن قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل","Quraysh","Amir b. Lu'ayy",,,,,5,"هند بنت سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,1,,,,,,,,,,
2216,"NQ420","عبد الرحمن بن عتاب بن اسيد (بن ابو العيص بن امية بن عبد شمس)","Quraysh","Qusayy","Abd Shams","Umayyad",,,7,"هند بنت سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,,,,"Khalaf alayha",,,,,,,
2218,"NQ420","الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali","Husayn",,6,"هند بنت سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,,,,,,,,,,,
2221,"NQ420","الشماخ بن قانف بن الاوقص بن مرة","Qays Aylan","Sulaym b. Mansur",,,,,,"سهلة بنت سهيل بن عمرو بن عبد شمس","Quraysh","Amir b. Lu'ayy",,,,,5,1,,,"Very unlikely - son of this union was a secretary to caliph al-WAli - Tab 21.217","Sibiling relationship",,,,,,
2223,"NQ420","سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"فاطمة بنت عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل","Quraysh","Amir b. Lu'ayy",,,,,4,,1,,,,,,,,,
2226,"NQ421","سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"بنت عبد ابو قيس بن عبد ود بن نصر بن مالك بن حسل","Quraysh","Amir b. Lu'ayy",,,,,3,1,,,,,,,,,,
2227,"NQ421","عبد الرحمن بن عمرو بن عبد الرحمن بن عمرو بن سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,8,"بريكة بنت القاسم بن محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,8,1,,,"Husband genealogy in text wrong; corrected here",,,,,,,
2228,"NQ421","سليط بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"قهطم بنت علقمة بن عبد الله بن ابو قيس بن عبد ود","Quraysh","Amir b. Lu'ayy",,,,,5,1,,,,,,,,,,
2229,"NQ421","قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"بنت وهب بن الاثاب بن عبد بن عمران بن مخزوم","Quraysh","Makhzum",,,,,5,1,,,"Generational match not great. Al-Ithab is mentioned as a son of Abd, but his marriages and children are not discussed (NQ343)",,,,,,,
2230,"NQ421","قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"بنت وبر بن الاضبط بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Kilab",,,"Tribal affiliation from MS",,1,,,"Tribal affiliation from MS",,,,,,,
2233,"NQ421","زمعة بن قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"Unnamed - امة كانت لزمعة وكانت يمانية","Yemen",,,,,,,1,,,"Very odd formulation; she is described as an ummatun of Zam'a, and of Yemen. Possible Concubine?",,,,,,,
2234,"NQ421","زمعة بن قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"الشموس بنت قيس بن عمرو بن زيد بن لبيد بن خداش من بنو النجار","Khazraj","Najjar",,,,,,,1,,,,,,,,,
2235,"NQ422","السكران بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"سودة بنت زمعة بن قيس","Quraysh","Amir b. Lu'ayy",,,,,5,,,,"Kanat and",,,,,,,
2236,"NQ422","محمد النبى","Quraysh","Qusayy","Hashim",,,,5,"سودة بنت زمعة بن قيس","Quraysh","Amir b. Lu'ayy",,,,,5,,,,"Tazawwajha",,,,,,,
2237,"NQ422","مشنق بن عبد بن وقدان بن عبد شمس (بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى)","Quraysh","Amir b. Lu'ayy",,,,,5,"الشموس بنت قيس بن عمرو بن زيد بن لبيد بن خداش من بنو النجار","Khazraj","Najjar",,,,,,1,,,"Sibiling relationship",,,,,,,
2238,"NQ422","وقدان بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"عقيلة بنت عامر بن عبيد الله بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,,,2,,,"She marries another person and produces a child, but this is not mentioned here and vice-versa (NQ367-9)",,,,,,,
2239,"NQ422","ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,2,"ام موسى بنت الحارث بن حبيب بن جذيمة بن مالك بن حسل ( بن عامر بن لؤى(","Quraysh","Amir b. Lu'ayy",,,,,3,2,,,,,,,,,,
2240,"NQ422","ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,2,"خلالة بنت عبد العزى بن الحارث من الاشعريين","Yemen","Ash'ar",,,,,,1,,,,,,,,,,
2241,"NQ422","عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"قاص بنت البياع/عبد شمس بن عبد ياليل","Kinana",,,,,"Lineage appears elsewhere in NQ linked to Kinana",,3,,,"Sisters also marry into Quraysh",,,,,,,
2242,"NQ422","عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"خولة بنت عبد الله بن الحارث بن ربيعة بن جابر بن الحارث","Obscure - Abd Shams according to NQ",,,,,,,1,,,,,,,,,,
2244,"NQ423","ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,"ثريا بنت شريق بن  عمرو الثقفي","Thaqif",,,,,,,2,,,,,,,,,,
2245,"NQ423","ابو الحكم بن ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,6,"بنت صفوان بن امية بن خلف (بن وهب بن خدافة بن جمح) ","Quraysh","Jumah",,,,,6,2,,,,,,,,,,
2246,"NQ423","عبد الرحمن بن المغيرة بن الحارث بن ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,8,"بريهة بنت عبد الرحمن بن الحارث بن ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,8,1,,,"Cousin marriage",,,,,,,
2247,"NQ423","عبد الرحمن بن الحارث بن ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,7,"Concubine",,,,,,,,1,,,"Link through a maternal aunt",,,,,,,
2248,"NQ423","عمرو بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"بنت عتبة بن غزوان بن هلال بن عبد مناف بن الحارث بن منقذ بن عمرو بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,,6,1,,,,,,,,,,
2249,"NQ423","عمرو بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"ام حبيب بن العاصى بن امية","Quraysh","Qusayy","Abd Shams","Umayyad",,,5,,2,,,,,,,,,
2252,"NQ424","شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"ام حبيب بنت العاصى بن امية","Quraysh","Qusayy","Abd Shams","Umayyad",,,5,1,,,,,,,,,,
2253,"NQ424","حمير بن عمرو بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,5,"اروى بنت ابو قيس بن عبد ود","Quraysh","Amir b. Lu'ayy",,,,,3,2,,,"Poor alignment although cousins",,,,,,,
2254,"NQ425","علقمة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"زينب بنت عدى بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,1,,,,,,,,,,
2256,"NQ425","عمرو بن حرب بن امية بن عبد شمس","Quraysh","Qusayy","Abd Shams","Umayyad",,,5,"زينب بنت عدى بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,1,,,,,,,,,,
2257,"NQ425","عمرو بن عطاء بن عباس بن علقمة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,7,"ام كلثوم بنت عبد الله بن غيلان بن سلمة بن معتب بن مالك الثقفي","Thaqif",,,,,,,1,,,,,,,,,,
2258,"NQ425","عبد الله بن عباس بن علقمة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,6,"حبيبة بنت الزبير بن العوام","Quraysh","Qusayy","Asad","zubayr",,,6,,,,,,,,,,,
2260,"NQ425","عبد الله بن عباس بن علقمة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,6,"Concubine",,,,,,,,1,,,,,,,,,,
2261,"NQ426","عبد بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"صفية بنت قيس بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,,4,2,,,,,,,,,,
2263,"NQ426","زيد  بن ثابت بن الضحاك","Khazraj","Najjar",,,,,,"ام جميل بنت المجلل بن عبد بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل (بن عامر بن لؤي NQ366)","Quraysh","Amir b. Lu'ayy",,,,,5,,,,"Exogamous marriage to Ansar","WAliat Lahu",,,,,,
2264,"NQ426","المجلل بن عبد بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"ام كريز بنت عمرو بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,,,1,,,,,,,,,
2265,"NQ426","عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"يقظة بنت عبد اسعد بن نصر بن مالك بن حسل","Quraysh","Amir b. Lu'ayy",,,,,2,2,1,,"Others' mentioned with children - only time that this occurs in NQ",,,,,,,
2266,"NQ426","عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,"زينب بنت علقمة بن غزوان بن يربوع بن الحارث بن منقذ بن عمرو بن معيص (بن عامر بن لؤى)","Quraysh","Amir b. Lu'ayy",,,,,5,2,,,,,,,,,,
2267,"NQ426","مخرمة بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"بهنانة بنت صفوان بن امية بن محرث بن خمل بن شق بن رقبة بن مخدج بن الحارث بن ثعلبة بن مالك بن كنانة","Kinana",,,,,,,1,,,,,,,,,,
2269,"NQ427","نوفل بن مساحق بن عبد الله بن مخرمة بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,7,"ام عبد الله بنت ابو سبرة بن ابو رهم بن عبد العزى بن ابو قيس","Quraysh","Amir b. Lu'ayy",,,,,6,1,,,"Cousin marriage",,,,,,,
2270,"NQ428","سليمان بن نوفل بن مساحق بن عبد الله بن مخرمة بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,8,"امة الوهاب بنت عمرو بن مساحق بن عبد الله بن مخرمة","Quraysh","Amir b. Lu'ayy",,,,,8,1,,,"Cousin marriage",,,,,,,
2271,"NQ428","سعيد بن سليمان بن نوفل بن مساحق بن عبد الله بن مخرمة بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,9,"بنت عثمان بن الزبير بن عبد الله بن الوليد بن عثمان بن عفان","Quraysh","Qusayy","Abd Shams","Umayyad","Uthman",,11,1,,,,,,,,,,
2272,"NQ428","ابو رهم بن عبد العزى بن أبو قيس","Quraysh","Amir b. Lu'ayy",,,,,4,"برة بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,,4,1,,,,,,,,,,
2274,"NQ428","عبد الله بن محمد بن ابو سبرة بن ابو رهم بن عبد العزى بن ابو قيس","Quraysh","Amir b. Lu'ayy",,,,,7,"Concubine",,,,,,,,1,,,,,,,,,,
2275,"NQ430","عبد الله بن محمد بن ابو سبرة بن ابو رهم بن عبد العزى بن ابو قيس","Quraysh","Amir b. Lu'ayy",,,,,7,"Concubine",,,,,,,,1,,,,,,,,,,
2276,"NQ430","حويطب بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"ام حبيب بنت ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Abd Shams","Umayyad","Sufyanid",,,1,,,,,,,,,,
2279,"NQ430","حويطب بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"ام كلثوم بنت زمعة بن قيس بن عبد شمس","Quraysh","Qusayy","Abd Shams",,,,5,1,,,,,,,,,,
2280,"NQ430","حويطب بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,4,"انيسة بنت حفص بن علقمة بن عبد الحارث بن منقذ بن عمرو بن معيص","Quraysh","Amir b. Lu'ayy",,,,,4,1,,,,,,,,,,
2281,"NQ430","جذيمة بن مالك بن حسل بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,,0,"مارية بنت عبد بن معيص","Quraysh","Amir b. Lu'ayy",,,,,0,1,,,,,,,,,,
2282,"NQ430","الحارث بن مالك بن حطيط بن جشم بن قسى","Thaqif",,,,,,,"مارية بنت عبد بن معيص","Quraysh","Amir b. Lu'ayy",,,,,0,1,,,"Exogamous marriage ",,,,,,,
