Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandSubtribe4,Source for non-Qurashi tribal affiliation,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,Source for non-Qurashi genealogy,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
641,NQ101,___ ____ __ ___ ___ __ ___ __ ___ _______ __ ____,Yemen,Madhhij,,,,,,____ ___ ____ __ ___ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,6,1,,,,,
1360,NQ252,___ ____ __ ___ __ ____ __ ____ __ _____,Khuza'a,,,,,NQ192,,____ ___ ______ __ ____ __ ___ ____ __ ___ _____ __ _____ __ ___ _____ __ ___ ,Quraysh,Qusayy,Abd al-Dar,,,,7,1,,,,,
1361,NQ252,____ __ ___ ____,Unclear,,,,,,,____ ___ ______ __ ____ __ ___ ____ __ ___ _____ __ _____ __ ___ _____ __ ___ ,Quraysh,Qusayy,Abd al-Dar,,,,7,1,,,,,
101,NQ20,______ ______,Hanifa,,,,,,,____ ___ ______ __ ____ __ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,7,,,,,,
210,NQ37,_____ __ ____ __ ___ _____/____ ___ __ _____ __ ______,Himyar,,,,,,,_____ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,,,,,,
564,NQ88,______ __ _______ ______,Abd al-Qays,Jadhima,Haritha,,,Al-Jarud appears in EI2 Abd al-Kays,,__ ____ ___ ______ __ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,7,,,,,,
528,NQ82,______ __ ____,Thaqif,,,,,,,__ _____ ___ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,7,,,,,,
995,NQ161,___ ___ __ _____,Unclear,,,,,,,____ ___ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,7,,,,,,
1365,NQ253,___ ____ __ ____ __ ____ (__ ___ _____),Quraysh,Qusayy,Umayyad,,,,,__ ____/___ ___ ____ __ _____ __ ____ __ ___ ____ __ ___ _____ __ _____ __ ___ _____ __ ___ ,Quraysh,Qusayy,Abd al-Dar,,,,8,,,,,,
1062,NQ169,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,,____ ___ ____ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,,,,,
1386,NQ256,___ _______ ,Quraysh,Harith b. Fihr,,,,,,____ __ ______ __ ______ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,,,,,,,
2171,NQ408,____ __ ____ __ ____ ( __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,0,_____/______ ___ ____ __ ___,Quraysh,Sahm,,,,,2,Sons,,,,,
2201,NQ412,___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,0,_____ ___ ____ __ ___,Quraysh,Sahm,,,,,2,4,1,,,,
2284,NQ431,______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,______ ___ ____ __ ___,Quraysh,Sahm,,,,,2,2,3,,,,
2330,NQ438,___ ____ __ ______ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,______/_____ ___ ____ __ ___,Quraysh,Sahm,,,,,2,1,1,,,,
71,NQ17,____ __ ___ __ ___ (__ ____ __ ____ __ ___),Quraysh,Sahm ,,,,,2,__ _____ ___ ____ __ ___ (__ ____ __ ____ __ ___),Quraysh,Sahm,,,,,2,,1,,,,
2161,NQ406,____ __ ___ __ ___,Quraysh,Sahm,,,,,2,___ ____ __ ___,Quraysh,Sahm,,,,,2,4,2,,,,
2141,NQ402,____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,2,_____ ___ ____ __ ___,Quraysh,Sahm,,,,,2,2,,,,,
1223,NQ207,___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,2,____ ___ ____ __ ___ __ ____ __ ____,Quraysh,Sahm,,,,,2,3,,,,,
2191,NQ412,____ __ ____ __ ___,Quraysh,Sahm,,,,,2,_____ ___ ____ __ ___ __ ___,Quraysh,Sahm,,,,,3,2,,,,,
1995,NQ379,___ __ ___ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,2,_____ ___ _____ __ ___ __ ___,Quraysh,Sahm,,,,,3,3,,,,,
70,NQ17,______ __ ___ ____ __ ____,Quraysh,Qusayy,,,,,2,_____ ___ ____ __ ___ __ ___ (__ ____ __ ____ __ ___),Quraysh,Sahm,,,,,3,,1,,,,
1952,NQ368,____ __ ___ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,2,____ ___ ___ __ ____ __ ___,Quraysh,Sahm,,,,,3,2,,,,,
1571,NQ300,_______ __ ___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,3,____ ___ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Sahm,,,,,2,9,,,,,
1747,NQ334,___ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,3,_____ ___ ____ __ ___ __ ___,Quraysh,Sahm,,,,,3,2,,,,,
2128,NQ401,___ __ ___ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,3,_____ ___ ____ __ ___ __ ___,Quraysh,Sahm,,,,,3,4,,,,,
1777,NQ343,_____ __ _____ __ ____ __ _____,Quraysh,Makhzum,,,,,3,____ ___ ____ __ ____ __ ___,Quraysh,Sahm,,,,,3,1,,,,,
2067,NQ392,____ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,4,__ _____ ___ ____ __ ____ __ ___,Quraysh,Sahm,,,,,3,2,,,,,
2066,NQ391,___ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,4,__ _____ ___ ____ __ ____ __ ___,Quraysh,Sahm,,,,,3,1,,,,,
2192,NQ412,______ __ ______ (__ ___ __ ___ _____ __ ____),Quraysh,Qusayy,Asad,,,,4,____ ___ _____ __ ____ __ ____ __ ___,Quraysh,Sahm,,,,,4,2,,,,,
1577,NQ301,____ __ _______ __ ___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,4,______ ___ ___ ___ __ ___ __ ___ __ ___ __ ____ __ ____,Quraysh,Sahm,,,,,4,,1,,,,
2011,NQ381,____ __ ___ _____ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,4,___ _____ __ _____ __ ___ __ ___,Quraysh,Sahm,,,,,4,1,,,,,
2070,NQ392,___ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,4,__ ____ ___ ______ __ ____ __ _____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,5,2,1,,,,
2158,NQ405,___ __ ___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,4,___ ______ __ ____ __ _____,Quraysh,Sahm,,,,,5,,Girls,,,,
2130,NQ401,______ __ ___ __ ___ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,4,_____ ___ ____ __ ____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,5,1,,,,,
1412,NQ266,___ __ ___ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,4,____ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Sahm,,,,,,1,,,,,
2062,NQ390,_____ __ ____ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,5,__ ___ ___ ___ ____ __ ___ __ ___ __ ___,Quraysh,Sahm,,,,,4,1,,,,,
2153,NQ405,____ __ ______ __ ____ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,5,____ ___ ____ __ ____,Quraysh,Sahm,,,,,4,,1,,,,
2151,NQ404,____ __ ______ __ ____ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,5,____ ___ ______ __ ____ __ ____ (__ ____ __ ___),Quraysh,Sahm,,,,,5,1,,,,,
2154,NQ405,____ __ ______ (__ ____ __ ____ __ ____ __ ___),Quraysh,Sahm,,,,,5,____ ___ ____ __ ______ __ ____ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,5,,,,,,
2034,NQ385,____ __ ____ __ ___ ___ __ ___ __ ______ __ ____,Quraysh,Zuhra,,,,,5,____ ___ ___ ___ __ _____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,5,1,,,,,
2032,NQ385,____ __ ______ __ _____ __ ____ __ ___ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,5,____ ___ ___ ___ __ _____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,5,,1,,,,
2140,NQ402,___ ______ __ _____ __ ___ __ ___ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,5,____ ___ ______ __ ___ __ ___,Quraysh,Sahm,,,,,5,1,,,,,
1729,NQ331,______ __ ___ ___ __ _______,Quraysh,Makhzum,,,,,5,_____ ___ ___ __ ___ __ _____ __ ___ __ ___,Quraysh,Sahm,,,,,5,1,,,,,
1486,NQ278,___ ______ __ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,_____ ___ ___ __ ___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Sahm,,,,,5,1,,,,,
1048,NQ168,___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,__ ___ ____ ___ ___ ____ __ ____ __ ______ ( __ ____ __ ____ __ ____ __ ___),Quraysh,Sahm,,,,,7,2,1,,,,
198,NQ32,______ __ ___ ____ __ ____ ____ __ ____ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,_____ _______ ___ ____ __ ____ __ ___ ____ __ ____ __ ______,Quraysh,Sahm,,,,,9,,,,,,
2165,NQ406,____ __ _____ __ ____ __ ______,Khuza'a,,,,,,,______ ___ ___ _____ __ _____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,5,Sons,,,,,
1334,NQ244,______ __ ______ __ ______ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,Zubayrid,,,6,____ ___ ___ ______ __ ___ ___,Quraysh,Taym  ,,,,,7,1,,,,,
1335,NQ244,______ __ ______ __ ______ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,Zubayrid,,,6,Unnamed,Quraysh,Taym  ,,,,,,1,,,,,
1567,NQ299,_____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,0,____ ___ ___ __ ___ __ ____ __ ___,Quraysh,Taym b. Ghalib b. Fihr,,,,,-2,2,,,,,
1771,NQ342,____ __ _____,Quraysh,Makhzum,,,,,1,___ ___ ____ __ ____ __ ____ __ ____ __ ___ __ ____ (__ ___),Quraysh,Taym b. Ghalib b. Fihr,,,,,1,1,,,,,
1763,NQ338,____ __ ___ __ _____,Quraysh,Makhzum,,,,,2,____ ___ ______ __ ___ ___ __ ____ __ ___,Quraysh,Taym b. Ghalib b. Fihr,,,,,,1,,,,,
2350,NQ443,_____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-3,_____ ___ ___ __ ______ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,2,5,1,,,,
1813,NQ347,___ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,0,___ ___ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,2,,1,,,,
1807,NQ346,_____ __ _____,Quraysh,Makhzum,,,,,1,____ ___ ____ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,1,,1,,,,
1217,NQ205,___ _____ __ ____,Quraysh,Qusayy,,,,,1,_____/______ ___ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,2,1,1,,,,
1776,NQ343,_____ __ ____ __ _____,Quraysh,Makhzum,,,,,2,___ ___ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,2,5,,,,,
1383,NQ256,______ __ ___ _____ __ ___,Quraysh,Qusayy,,,,,2,___ ____ __ _____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,4,,,,,
1569,NQ299,___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,2,____ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,6,,,,,
1816,NQ347,____ __ ___ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,2,_____ ___ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,2,2,,,,
603,NQ95,___ ___ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,3,____ ___ ___ __ ____ __ ___ __ ___ __ ___ (____) __ ___,Quraysh,Taym b. Murra,,,,,4,,,,,,
1743,NQ333,____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,3,___ ___ ____ __ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,3,,,,,
924,NQ150,____ ______ __ ___ ___,Quraysh,Qusayy,,,,,3,_____ ___ ____ __ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,,1,1,,,,
1472,NQ275,___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,__ _____/____ ___ ___ __ ____ __ ___ ( __ ___ __ ___ __ ___),Quraysh,Taym b. Murra,,,,,4,1,,,,,
1240,NQ213,____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,____ ___ ____ __ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,1,1,,,,
1556,NQ294,______ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,____ ___ ______ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,1,2,,,,
1540,NQ288,____ ____ __ ____ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,__ ____/____ ___ ____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,1,,,,,
919,NQ150,____ __ ____ __ ___ ___,Quraysh,Qusayy,,,,,4,____ ___ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,,2,,,,,
1778,NQ343,____ __ _____ __ _____ __ ____ __ _____,Quraysh,Makhzum,,,,,4,___ ___ ___ ______ __ _____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,,2,,,,,
2297,NQ432,____ __ ______ __ _____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,_____ ___ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,,,,,,
906,NQ147,____ __ _____ __ ____ __ ___ ___,Quraysh,Qusayy,,,,,5,___ ___ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,,1,,,,
1510,NQ283,____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,__ _____ ___ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,1,1,,,,
1476,NQ276,____ _____,Quraysh,Qusayy,Hashim,,,,5,_____ ___  ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,,,,,,
274,NQ50,_____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,6,__ _____ ___ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,6,1,,,,,
275,NQ50,______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,6,__ _____ ___ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,6,,1,,,,
347,NQ59,______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,6,__ _____ ___ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,6,,1,,,,
1484,NQ278,___ ______ __ ___ ____ __ ___ _____ __ _______ (__ ___ ____ __ ___ __ _____ __ ____ __ ___),Quraysh,Makhzum,,,,,6,__ _____ ___ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,3,,,,,
1526,NQ286,____ __ ____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,__ ____ ___ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,7,2,1,,,,
1252,NQ216,____ __ ___ ____ __ _____ __ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,7,__ _____ ___ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,7,,1,,,,
1521,NQ285,_______ __ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,7,__ _____ ___ _______ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,7,8,,,,,
1592,NQ304,_____ __ ___ ______ __ ______ __ ____ __ _______ __ ___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,7,___ ___ __ ___ ____ __ ____ (__ _____ __ ____ __ ___ __ ___ __ ___ NQ 288),Quraysh,Taym b. Murra,,,,,7,,,,,,
1005,NQ164,___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,_____ ___ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,7,1,,,,,
1495,NQ279,______ __ ____ __ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,7,_____ ___ ___ ______ __ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,7,1,,,,,
1532,NQ287,____ __ ____ __ ____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,7,__ _____ ___ _______ __ ____ __ ____ __ ____ ____ ,Quraysh,Taym b. Murra,,,,,8,1,,,,,
1251,NQ216,___ ____ __ ______ __ ___ _______ __ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,7,_____ ___ ____ __ ___ ____ __ _____ __ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,8,1,,,,,
1551,NQ291,_____ __ ___ __ ____  __ ____ ____ __ ____ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,7,__ _____ ___ ____ __ ___ ____ __ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,9,1,,,,,
1535,NQ287,_______ __ ____ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Abbasid,,,7,_____ ___ ____ __ ____ __ ____ __ ____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,9,3,,,,,
276,NQ50,___ ____ __ ____ __ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,8,__ _____ ___ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,6,,1,,,,
1489,NQ278,____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,6,,,,,,
1525,NQ285,___ __ ___ ______ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ _______ __ ____ __ ____ __ ____ ____ ,Quraysh,Taym b. Murra,,,,,8,,,,,,
1563,NQ295,_____ __ _____ __ ___ ____ __ ______ __ ____ __ ____ __ ______ __ _____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,8,__ ____ ___ _______ __ ___ ____ __ ______ __ ____ __ ____ __ ______ __ _____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,8,1,,,,,
334,NQ56,_____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,_____ ___ ____ __ ___ __ ____ ____ __ ____ (__ _____ __ ____ __ ___ __ ___ __ ___ NQ 288),Quraysh,Taym b. Murra,,,,,8,2,,,,,
368,NQ63,____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,____ ___ ______ __ ____ __ ___ ___,Quraysh,Taym b. Murra,,,,,8,2,,,,,
1549,NQ290,____ __ _______ __ ____ __ ___ __ ____ ____ __ ____ __ _____ __ ____ __ ___,Quraysh,Taym b. Murra,,,,,8,_____ ___ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,10,1,,,,,
721,NQ117,___ ____ __ _____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,______ ___ ___ __ ____ __ ____ ____ __ (__ _____ __ ____ __ ___ __ ___ __ ___ __ ___),Quraysh,Taym b. Murra,,,,,8,1,,,,,
459,NQ74,____ ____ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,__ ____ ____ ___ ____ __ ___ __ ____ ____ __ ____(__ _____ __ ____ __ ___ __ ___ __ ___ NQ 288),Quraysh,Taym b. Murra,,,,,8,1,,,,,
704,NQ116,____ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,__ _____ ___ _______ __ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,8,5,1,,,,
708,NQ117,____ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,____ ___ _____ __ _______ __ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,9,,1,,,,
330,NQ55,____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,9,_____ ___ _______ __ ____ __ ___ __ ____ ____ __ ____ (__ _____ __ ____ __ ___ __ ___ __ ___ NQ 288),Quraysh,Taym b. Murra,,,,,9,1,,,,,
1015,NQ165,___ ______ __ ______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,______ ___ ___ ______ __ ___ ____ __ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,9,2,,,,,
329,NQ55,____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,9,__ ____ ___ ____ __ ____ __ ___ ____ __ ___ ______ __ ___ ___,Quraysh,Taym b. Murra,,,,,10,1,,,,,
405,NQ65,_______ __ ______ __ ____ __ ____ __ _______ (__ ____ __ _______),Quraysh,Makhzum,,,,,9,____ ___ _______ __ ___ ______ __ ______ __ ____ __ ___ ___,Quraysh,Taym b. Murra,,,,,10,1,,,,,
404,NQ65,_____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,____ ___ _______ __ ___ ______ __ ______ __ ____ __ ___ ___,Quraysh,Taym b. Murra,,,,,10,,1,,,,
1544,NQ290,_______ __ ___,Abbasid?,,,,,,8?,____ ___ ____,Quraysh,Taym b. Murra,,,,,9,,,,,,
79,NQ18,____ __ ___ ____ __ ____ __ _____ __ ____ __ _____,Khuza'a,,,,,,,___ ___ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,,1,,,,
239,NQ44,______ __ ___ ______,Kinda,,,,,,,__ ____ ___ ___ _____,Quraysh,Taym b. Murra,,,,,5,1,,,,,
1474,NQ276,______ __ ______,Quraysh,Qusayy,Zubayrid,,,,,_____ ___ ___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,1,,,,,
2124,NQ400,___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,1,_____ ___ ____ __ ____,Quraysh,Zuhra,,,,,1,2,,,,,
1470,NQ275,____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,2,_______ ___ ____ __ ____,Quraysh,Zuhra,,,,,2,2,,,,,
1194,NQ203,____ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,3,__ ____ ___ ___ __ ______ __ ____ __ ____,Quraysh,Zuhra,,,,,3,1,,,,,
2157,NQ405,___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,3,___ ____ __ ___ ____ __ ____ __ ____,Quraysh,Zuhra,,,,,3,3,,,,,
2163,NQ406,_____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,3,____ ___ ___ ___ __ ___ ____ __ ____,Quraysh,Zuhra,,,,,3,2,1,,,,
1253,NQ218,______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,_____ ___ ___ ___ ____ ______ __ ___ ____ __ ____ __ ____,Quraysh,Zuhra,,,,,3,1,,,,,
68,NQ17,___ _______ __ ____,Quraysh,Qusayy,Hashim,,,,3,____ ___ ____ __ ___ ____ __ ____ (__ ____),Quraysh,Zuhra,,,,,3,3,1,,,,
1399,NQ263,___ ____ __ ____ __ ___ ____,Quraysh,Zuhra,,,,,3,___ ___ ___ __ ______ __ ____,Quraysh,Zuhra,,,,,3,1,,,,,
766,NQ123,___ __ ____,Quraysh,Qusayy,Umayyad,,,,4,__ ____ ___ ___(__) ______ __ ____,Quraysh,Zuhra,,,,,3,,1,,,,
869,NQ135,____ __ ____,Quraysh,Qusayy,Umayyad,,,,4,__ ____ ___ ___(__) ______ __ ____,Quraysh,Zuhra,,,,,3,1,,,,,
105,NQ20,___ ____ __ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,____ ___ ___ __ ___ ____ __ ____ __ ____,Quraysh,Zuhra,,,,,3,1,,,,,
1397,NQ263,___ __ ___ ___ (__ ___ __ ______),Quraysh,Zuhra,,,,,4,______ ___ ___ __ ___ (__ ______ __ ____ __ ____),Quraysh,Zuhra,,,,,4,,1,,,,
1394,NQ262,______ __ ___ ____ __ ___ __ ___ ____ __ ____ __ ____ __ ___ __ ___,Quraysh,Zuhra,,,,,4,____ ___ ____ __ ____ __ ___ ____ __ ____,Quraysh,Zuhra,,,,,4,1,,,,,
